"titles_midwest","word","n","total","tf","idf","tf_idf"
"Grim forecast in Minnesota climate adaptation report","communities",3,1451,0.00206753962784287,1.32175583998232,0.00273278257749618
"Grim forecast in Minnesota climate adaptation report","could",3,1451,0.00206753962784287,0.510825623765991,0.00105615222005374
"Grim forecast in Minnesota climate adaptation report","department",3,1451,0.00206753962784287,0.916290731874155,0.00189446739877496
"Grim forecast in Minnesota climate adaptation report","develop",3,1451,0.00206753962784287,1.09861228866811,0.00227142444245646
"Grim forecast in Minnesota climate adaptation report","document",3,1451,0.00206753962784287,0,0
"Grim forecast in Minnesota climate adaptation report","effort",3,1451,0.00206753962784287,2.01490302054226,0.00416589184123142
"Grim forecast in Minnesota climate adaptation report","events",3,1451,0.00206753962784287,0.762140052046897,0.00157575475957318
"Grim forecast in Minnesota climate adaptation report","facilities",3,1451,0.00206753962784287,1.6094379124341,0.0033275766625102
"Grim forecast in Minnesota climate adaptation report","federal",3,1451,0.00206753962784287,1.09861228866811,0.00227142444245646
"Grim forecast in Minnesota climate adaptation report","flood",3,1451,0.00206753962784287,1.32175583998232,0.00273278257749618
"Grim forecast in Minnesota climate adaptation report","floods",3,1451,0.00206753962784287,0.628608659422374,0.00129967331376094
"Grim forecast in Minnesota climate adaptation report","forecast",3,1451,0.00206753962784287,2.70805020110221,0.00559900110496666
"Grim forecast in Minnesota climate adaptation report","further",3,1451,0.00206753962784287,1.6094379124341,0.0033275766625102
"Grim forecast in Minnesota climate adaptation report","future",3,1451,0.00206753962784287,0.916290731874155,0.00189446739877496
"Grim forecast in Minnesota climate adaptation report","greenhouse",3,1451,0.00206753962784287,0.510825623765991,0.00105615222005374
"Grim forecast in Minnesota climate adaptation report","grim",3,1451,0.00206753962784287,2.70805020110221,0.00559900110496666
"Grim forecast in Minnesota climate adaptation report","has",3,1451,0.00206753962784287,0.0689928714869514,0.000142645495837942
"Grim forecast in Minnesota climate adaptation report","heavy",3,1451,0.00206753962784287,2.01490302054226,0.00416589184123142
"Grim forecast in Minnesota climate adaptation report","however",3,1451,0.00206753962784287,0.762140052046897,0.00157575475957318
"Grim forecast in Minnesota climate adaptation report","increased",3,1451,0.00206753962784287,0.762140052046897,0.00157575475957318
"Grim forecast in Minnesota climate adaptation report","industry",3,1451,0.00206753962784287,0,0
"Grim forecast in Minnesota climate adaptation report","infrastructure",3,1451,0.00206753962784287,1.6094379124341,0.0033275766625102
"Grim forecast in Minnesota climate adaptation report","intense",3,1451,0.00206753962784287,1.6094379124341,0.0033275766625102
"Grim forecast in Minnesota climate adaptation report","livestock",3,1451,0.00206753962784287,1.6094379124341,0.0033275766625102
"Grim forecast in Minnesota climate adaptation report","many",3,1451,0.00206753962784287,0.405465108108164,0.000838315178721222
"Grim forecast in Minnesota climate adaptation report","matter",3,1451,0.00206753962784287,0,0
"Grim forecast in Minnesota climate adaptation report","meanwhile",3,1451,0.00206753962784287,2.01490302054226,0.00416589184123142
"Grim forecast in Minnesota climate adaptation report","news",3,1451,0.00206753962784287,0,0
"Grim forecast in Minnesota climate adaptation report","not",3,1451,0.00206753962784287,0.143100843640673,0.000295866665004838
"Grim forecast in Minnesota climate adaptation report","one",3,1451,0.00206753962784287,0.405465108108164,0.000838315178721222
"Grim forecast in Minnesota climate adaptation report","other",3,1451,0.00206753962784287,0.310154928303839,0.000641257605038951
"Grim forecast in Minnesota climate adaptation report","outlined",3,1451,0.00206753962784287,2.70805020110221,0.00559900110496666
"Grim forecast in Minnesota climate adaptation report","over",3,1451,0.00206753962784287,0.510825623765991,0.00105615222005374
"Grim forecast in Minnesota climate adaptation report","pollution",3,1451,0.00206753962784287,2.70805020110221,0.00559900110496666
"Grim forecast in Minnesota climate adaptation report","precipitation",3,1451,0.00206753962784287,1.6094379124341,0.0033275766625102
"Grim forecast in Minnesota climate adaptation report","require",3,1451,0.00206753962784287,2.01490302054226,0.00416589184123142
"Grim forecast in Minnesota climate adaptation report","rise",3,1451,0.00206753962784287,1.6094379124341,0.0033275766625102
"Grim forecast in Minnesota climate adaptation report","storm",3,1451,0.00206753962784287,2.01490302054226,0.00416589184123142
"Grim forecast in Minnesota climate adaptation report","such",3,1451,0.00206753962784287,0.310154928303839,0.000641257605038951
"Grim forecast in Minnesota climate adaptation report","systems",3,1451,0.00206753962784287,1.6094379124341,0.0033275766625102
"Grim forecast in Minnesota climate adaptation report","terms",3,1451,0.00206753962784287,0,0
"Grim forecast in Minnesota climate adaptation report","usa",3,1451,0.00206753962784287,0.143100843640673,0.000295866665004838
"Grim forecast in Minnesota climate adaptation report","warming",3,1451,0.00206753962784287,0.762140052046897,0.00157575475957318
"K-State experts outline climate change effects on Kansas","70",3,1400,0.00214285714285714,0.762140052046897,0.00163315725438621
"K-State experts outline climate change effects on Kansas","72",3,1400,0.00214285714285714,0.762140052046897,0.00163315725438621
"K-State experts outline climate change effects on Kansas","79",3,1400,0.00214285714285714,0.22314355131421,0.000478164752816164
"K-State experts outline climate change effects on Kansas","agricultural",3,1400,0.00214285714285714,0.762140052046897,0.00163315725438621
"K-State experts outline climate change effects on Kansas","because",3,1400,0.00214285714285714,0.762140052046897,0.00163315725438621
"K-State experts outline climate change effects on Kansas","bowl",3,1400,0.00214285714285714,2.70805020110221,0.00580296471664759
"K-State experts outline climate change effects on Kansas","carbon",3,1400,0.00214285714285714,0.762140052046897,0.00163315725438621
"K-State experts outline climate change effects on Kansas","conditions",3,1400,0.00214285714285714,0,0
"K-State experts outline climate change effects on Kansas","content",3,1400,0.00214285714285714,0,0
"K-State experts outline climate change effects on Kansas","cost",3,1400,0.00214285714285714,1.6094379124341,0.0034487955266445
"K-State experts outline climate change effects on Kansas","could",3,1400,0.00214285714285714,0.510825623765991,0.00109462633664141
"K-State experts outline climate change effects on Kansas","create",3,1400,0.00214285714285714,1.32175583998232,0.00283233394281926
"K-State experts outline climate change effects on Kansas","day",3,1400,0.00214285714285714,2.70805020110221,0.00580296471664759
"K-State experts outline climate change effects on Kansas","diseases",3,1400,0.00214285714285714,2.01490302054226,0.00431764932973342
"K-State experts outline climate change effects on Kansas","dust",3,1400,0.00214285714285714,2.01490302054226,0.00431764932973342
"K-State experts outline climate change effects on Kansas","emissions",3,1400,0.00214285714285714,0.510825623765991,0.00109462633664141
"K-State experts outline climate change effects on Kansas","flood",3,1400,0.00214285714285714,1.32175583998232,0.00283233394281926
"K-State experts outline climate change effects on Kansas","help",3,1400,0.00214285714285714,0.916290731874155,0.00196348013973033
"K-State experts outline climate change effects on Kansas","increased",3,1400,0.00214285714285714,0.762140052046897,0.00163315725438621
"K-State experts outline climate change effects on Kansas","intense",3,1400,0.00214285714285714,1.6094379124341,0.0034487955266445
"K-State experts outline climate change effects on Kansas","ipcc",3,1400,0.00214285714285714,2.70805020110221,0.00580296471664759
"K-State experts outline climate change effects on Kansas","labor",3,1400,0.00214285714285714,2.01490302054226,0.00431764932973342
"K-State experts outline climate change effects on Kansas","last",3,1400,0.00214285714285714,1.09861228866811,0.00235416919000309
"K-State experts outline climate change effects on Kansas","may",3,1400,0.00214285714285714,0.916290731874155,0.00196348013973033
"K-State experts outline climate change effects on Kansas","might",3,1400,0.00214285714285714,1.09861228866811,0.00235416919000309
"K-State experts outline climate change effects on Kansas","nations",3,1400,0.00214285714285714,2.01490302054226,0.00431764932973342
"K-State experts outline climate change effects on Kansas","news",3,1400,0.00214285714285714,0,0
"K-State experts outline climate change effects on Kansas","nobel",3,1400,0.00214285714285714,2.70805020110221,0.00580296471664759
"K-State experts outline climate change effects on Kansas","off",3,1400,0.00214285714285714,1.32175583998232,0.00283233394281926
"K-State experts outline climate change effects on Kansas","or",3,1400,0.00214285714285714,0.143100843640673,0.0003066446649443
"K-State experts outline climate change effects on Kansas","our",3,1400,0.00214285714285714,0.405465108108164,0.000868853803088924
"K-State experts outline climate change effects on Kansas","planet",3,1400,0.00214285714285714,0.510825623765991,0.00109462633664141
"K-State experts outline climate change effects on Kansas","rural",3,1400,0.00214285714285714,1.32175583998232,0.00283233394281926
"K-State experts outline climate change effects on Kansas","severe",3,1400,0.00214285714285714,0.628608659422374,0.00134701855590509
"K-State experts outline climate change effects on Kansas","soil",3,1400,0.00214285714285714,1.09861228866811,0.00235416919000309
"K-State experts outline climate change effects on Kansas","states",3,1400,0.00214285714285714,0.405465108108164,0.000868853803088924
"K-State experts outline climate change effects on Kansas","their",3,1400,0.00214285714285714,0.510825623765991,0.00109462633664141
"K-State experts outline climate change effects on Kansas","they",3,1400,0.00214285714285714,0.22314355131421,0.000478164752816164
"K-State experts outline climate change effects on Kansas","those",3,1400,0.00214285714285714,0.310154928303839,0.000664617703508227
"K-State experts outline climate change effects on Kansas","time",3,1400,0.00214285714285714,0,0
"K-State experts outline climate change effects on Kansas","tips",3,1400,0.00214285714285714,2.70805020110221,0.00580296471664759
"K-State experts outline climate change effects on Kansas","usa",3,1400,0.00214285714285714,0.143100843640673,0.0003066446649443
"K-State experts outline climate change effects on Kansas","vegetation",3,1400,0.00214285714285714,1.6094379124341,0.0034487955266445
"K-State experts outline climate change effects on Kansas","warming",3,1400,0.00214285714285714,0.762140052046897,0.00163315725438621
"K-State experts outline climate change effects on Kansas","what",3,1400,0.00214285714285714,0.405465108108164,0.000868853803088924
"K-State experts outline climate change effects on Kansas","what's",3,1400,0.00214285714285714,1.32175583998232,0.00283233394281926
"K-State experts outline climate change effects on Kansas","when",3,1400,0.00214285714285714,0.762140052046897,0.00163315725438621
"K-State experts outline climate change effects on Kansas","wildfires",3,1400,0.00214285714285714,1.6094379124341,0.0034487955266445
"K-State experts outline climate change effects on Kansas","winter",3,1400,0.00214285714285714,2.01490302054226,0.00431764932973342
"On St. Louis visit, US secretary of agriculture talks climate change","2021",3,912,0.00328947368421053,0,0
"On St. Louis visit, US secretary of agriculture talks climate change","73",3,912,0.00328947368421053,0.143100843640673,0.00047072645934432
"On St. Louis visit, US secretary of agriculture talks climate change","75",3,912,0.00328947368421053,0.916290731874155,0.00301411424958604
"On St. Louis visit, US secretary of agriculture talks climate change","been",3,912,0.00328947368421053,0.310154928303839,0.00102024647468368
"On St. Louis visit, US secretary of agriculture talks climate change","benson",3,912,0.00328947368421053,2.70805020110221,0.00890805987204674
"On St. Louis visit, US secretary of agriculture talks climate change","candidates",3,912,0.00328947368421053,2.01490302054226,0.00662797046231008
"On St. Louis visit, US secretary of agriculture talks climate change","carbon",3,912,0.00328947368421053,0.762140052046897,0.00250703964489111
"On St. Louis visit, US secretary of agriculture talks climate change","chemical",3,912,0.00328947368421053,2.70805020110221,0.00890805987204674
"On St. Louis visit, US secretary of agriculture talks climate change","coeur",3,912,0.00328947368421053,2.70805020110221,0.00890805987204674
"On St. Louis visit, US secretary of agriculture talks climate change","continue",3,912,0.00328947368421053,2.01490302054226,0.00662797046231008
"On St. Louis visit, US secretary of agriculture talks climate change","creve",3,912,0.00328947368421053,2.70805020110221,0.00890805987204674
"On St. Louis visit, US secretary of agriculture talks climate change","crop",3,912,0.00328947368421053,0.628608659422374,0.00206779164283676
"On St. Louis visit, US secretary of agriculture talks climate change","crops",3,912,0.00328947368421053,1.09861228866811,0.00361385621272405
"On St. Louis visit, US secretary of agriculture talks climate change","gas",3,912,0.00328947368421053,0.628608659422374,0.00206779164283676
"On St. Louis visit, US secretary of agriculture talks climate change","global",3,912,0.00328947368421053,0.510825623765991,0.00168034744659865
"On St. Louis visit, US secretary of agriculture talks climate change","hill",3,912,0.00328947368421053,2.01490302054226,0.00662797046231008
"On St. Louis visit, US secretary of agriculture talks climate change","missouri",3,912,0.00328947368421053,2.01490302054226,0.00662797046231008
"On St. Louis visit, US secretary of agriculture talks climate change","monday",3,912,0.00328947368421053,0,0
"On St. Louis visit, US secretary of agriculture talks climate change","more",3,912,0.00328947368421053,0,0
"On St. Louis visit, US secretary of agriculture talks climate change","other",3,912,0.00328947368421053,0.310154928303839,0.00102024647468368
"On St. Louis visit, US secretary of agriculture talks climate change","presidential",3,912,0.00328947368421053,2.01490302054226,0.00662797046231008
"On St. Louis visit, US secretary of agriculture talks climate change","said",3,912,0.00328947368421053,0.143100843640673,0.00047072645934432
"On St. Louis visit, US secretary of agriculture talks climate change","sonny",3,912,0.00328947368421053,2.70805020110221,0.00890805987204674
"On St. Louis visit, US secretary of agriculture talks climate change","talks",3,912,0.00328947368421053,2.01490302054226,0.00662797046231008
"On St. Louis visit, US secretary of agriculture talks climate change","there",3,912,0.00328947368421053,0.510825623765991,0.00168034744659865
"On St. Louis visit, US secretary of agriculture talks climate change","trump",3,912,0.00328947368421053,2.01490302054226,0.00662797046231008
"On St. Louis visit, US secretary of agriculture talks climate change","type",3,912,0.00328947368421053,0,0
"On St. Louis visit, US secretary of agriculture talks climate change","u.s",3,912,0.00328947368421053,1.32175583998232,0.00434788105257342
"On St. Louis visit, US secretary of agriculture talks climate change","usa",3,912,0.00328947368421053,0.143100843640673,0.00047072645934432
"On St. Louis visit, US secretary of agriculture talks climate change","usda",3,912,0.00328947368421053,2.70805020110221,0.00890805987204674
"On St. Louis visit, US secretary of agriculture talks climate change","warming",3,912,0.00328947368421053,0.762140052046897,0.00250703964489111
"On St. Louis visit, US secretary of agriculture talks climate change","work",3,912,0.00328947368421053,0.628608659422374,0.00206779164283676
"On St. Louis visit, US secretary of agriculture talks climate change","years",3,912,0.00328947368421053,0.628608659422374,0.00206779164283676
"Organic tackles 'existential threat' of climate change","2021",3,798,0.0037593984962406,0,0
"Organic tackles 'existential threat' of climate change","76",3,798,0.0037593984962406,0.628608659422374,0.00236319044895629
"Organic tackles 'existential threat' of climate change","are",3,798,0.0037593984962406,0,0
"Organic tackles 'existential threat' of climate change","associations",3,798,0.0037593984962406,2.01490302054226,0.00757482338549724
"Organic tackles 'existential threat' of climate change","based",3,798,0.0037593984962406,0.916290731874155,0.0034447019995269
"Organic tackles 'existential threat' of climate change","business",3,798,0.0037593984962406,0.916290731874155,0.0034447019995269
"Organic tackles 'existential threat' of climate change","can",3,798,0.0037593984962406,0.510825623765991,0.00192039708182703
"Organic tackles 'existential threat' of climate change","content",3,798,0.0037593984962406,0,0
"Organic tackles 'existential threat' of climate change","crabtree",3,798,0.0037593984962406,2.70805020110221,0.0101806398537677
"Organic tackles 'existential threat' of climate change","electric",3,798,0.0037593984962406,2.01490302054226,0.00757482338549724
"Organic tackles 'existential threat' of climate change","fossil",3,798,0.0037593984962406,1.32175583998232,0.00496900691722676
"Organic tackles 'existential threat' of climate change","fuel",3,798,0.0037593984962406,1.09861228866811,0.00413012138597034
"Organic tackles 'existential threat' of climate change","gas",3,798,0.0037593984962406,0.628608659422374,0.00236319044895629
"Organic tackles 'existential threat' of climate change","human",3,798,0.0037593984962406,1.32175583998232,0.00496900691722676
"Organic tackles 'existential threat' of climate change","impacts",3,798,0.0037593984962406,0.762140052046897,0.00286518816558984
"Organic tackles 'existential threat' of climate change","industry",3,798,0.0037593984962406,0,0
"Organic tackles 'existential threat' of climate change","magazine",3,798,0.0037593984962406,2.70805020110221,0.0101806398537677
"Organic tackles 'existential threat' of climate change","mitigate",3,798,0.0037593984962406,1.6094379124341,0.00605051846779737
"Organic tackles 'existential threat' of climate change","news",3,798,0.0037593984962406,0,0
"Organic tackles 'existential threat' of climate change","ota",3,798,0.0037593984962406,2.70805020110221,0.0101806398537677
"Organic tackles 'existential threat' of climate change","power",3,798,0.0037593984962406,1.6094379124341,0.00605051846779737
"Organic tackles 'existential threat' of climate change","program",3,798,0.0037593984962406,2.01490302054226,0.00757482338549724
"Organic tackles 'existential threat' of climate change","that",3,798,0.0037593984962406,0,0
"Organic tackles 'existential threat' of climate change","type",3,798,0.0037593984962406,0,0
"Organic tackles 'existential threat' of climate change","weather",3,798,0.0037593984962406,0.510825623765991,0.00192039708182703
"Report: Climate change could increase migration","2050",3,976,0.00307377049180328,1.6094379124341,0.00494704276362941
"Report: Climate change could increase migration","90",3,976,0.00307377049180328,0.0689928714869514,0.000212068252521367
"Report: Climate change could increase migration","action",3,976,0.00307377049180328,0.762140052046897,0.00234264360260317
"Report: Climate change could increase migration","bank",3,976,0.00307377049180328,2.01490302054226,0.00619334944838811
"Report: Climate change could increase migration","borders",3,976,0.00307377049180328,2.01490302054226,0.00619334944838811
"Report: Climate change could increase migration","case",3,976,0.00307377049180328,1.6094379124341,0.00494704276362941
"Report: Climate change could increase migration","central",3,976,0.00307377049180328,1.32175583998232,0.00406277409830631
"Report: Climate change could increase migration","crop",3,976,0.00307377049180328,0.628608659422374,0.00193219874822451
"Report: Climate change could increase migration","europe",3,976,0.00307377049180328,2.01490302054226,0.00619334944838811
"Report: Climate change could increase migration","for",3,976,0.00307377049180328,0,0
"Report: Climate change could increase migration","have",3,976,0.00307377049180328,0.0689928714869514,0.000212068252521367
"Report: Climate change could increase migration","increase",3,976,0.00307377049180328,0.916290731874155,0.00281646741354761
"Report: Climate change could increase migration","international",3,976,0.00307377049180328,1.6094379124341,0.00494704276362941
"Report: Climate change could increase migration","leave",3,976,0.00307377049180328,1.32175583998232,0.00406277409830631
"Report: Climate change could increase migration","on",3,976,0.00307377049180328,0,0
"Report: Climate change could increase migration","sustainable",3,976,0.00307377049180328,0.916290731874155,0.00281646741354761
"Report: Climate change could increase migration","than",3,976,0.00307377049180328,0.310154928303839,0.000953345066507703
"Report: Climate change could increase migration","this",3,976,0.00307377049180328,0.22314355131421,0.000685892063465809
"Report: Climate change could increase migration","type",3,976,0.00307377049180328,0,0
"Report: Climate change could increase migration","water",3,976,0.00307377049180328,0.762140052046897,0.00234264360260317
"Report: Climate change could increase migration","we",3,976,0.00307377049180328,0.143100843640673,0.000439859150534856
"Report: Climate change could increase migration","weather",3,976,0.00307377049180328,0.510825623765991,0.00157016072878891
"Report: Climate change could increase migration","worst",3,976,0.00307377049180328,1.6094379124341,0.00494704276362941
"Scientists offer new estimate for how people altered planet","2017",3,961,0.00312174817898023,2.01490302054226,0.00629001983519958
"Scientists offer new estimate for how people altered planet","2021",3,961,0.00312174817898023,0,0
"Scientists offer new estimate for how people altered planet","about",3,961,0.00312174817898023,0,0
"Scientists offer new estimate for how people altered planet","all",3,961,0.00312174817898023,0.143100843640673,0.000446724798045806
"Scientists offer new estimate for how people altered planet","altered",3,961,0.00312174817898023,2.70805020110221,0.00845385078387787
"Scientists offer new estimate for how people altered planet","austria",3,961,0.00312174817898023,2.70805020110221,0.00845385078387787
"Scientists offer new estimate for how people altered planet","because",3,961,0.00312174817898023,0.762140052046897,0.0023792093196053
"Scientists offer new estimate for how people altered planet","changes",3,961,0.00312174817898023,0.628608659422374,0.001962357937843
"Scientists offer new estimate for how people altered planet","could",3,961,0.00312174817898023,0.510825623765991,0.00159466896076792
"Scientists offer new estimate for how people altered planet","dayton",3,961,0.00312174817898023,2.01490302054226,0.00629001983519958
"Scientists offer new estimate for how people altered planet","finding",3,961,0.00312174817898023,2.01490302054226,0.00629001983519958
"Scientists offer new estimate for how people altered planet","fossil",3,961,0.00312174817898023,1.32175583998232,0.00412618888652129
"Scientists offer new estimate for how people altered planet","fuels",3,961,0.00312174817898023,1.6094379124341,0.00502425987232289
"Scientists offer new estimate for how people altered planet","human",3,961,0.00312174817898023,1.32175583998232,0.00412618888652129
"Scientists offer new estimate for how people altered planet","if",3,961,0.00312174817898023,0.22314355131421,0.000696597974966316
"Scientists offer new estimate for how people altered planet","large",3,961,0.00312174817898023,1.6094379124341,0.00502425987232289
"Scientists offer new estimate for how people altered planet","massive",3,961,0.00312174817898023,2.70805020110221,0.00845385078387787
"Scientists offer new estimate for how people altered planet","natural",3,961,0.00312174817898023,0,0
"Scientists offer new estimate for how people altered planet","number",3,961,0.00312174817898023,0,0
"Scientists offer new estimate for how people altered planet","offer",3,961,0.00312174817898023,2.01490302054226,0.00629001983519958
"Scientists offer new estimate for how people altered planet","ohio",3,961,0.00312174817898023,2.70805020110221,0.00845385078387787
"Scientists offer new estimate for how people altered planet","or",3,961,0.00312174817898023,0.143100843640673,0.000446724798045806
"Scientists offer new estimate for how people altered planet","people",3,961,0.00312174817898023,0.762140052046897,0.0023792093196053
"Scientists offer new estimate for how people altered planet","potential",3,961,0.00312174817898023,1.09861228866811,0.00342959091155497
"Scientists offer new estimate for how people altered planet","present",3,961,0.00312174817898023,1.6094379124341,0.00502425987232289
"Scientists offer new estimate for how people altered planet","reshape",3,961,0.00312174817898023,2.70805020110221,0.00845385078387787
"Scientists offer new estimate for how people altered planet","responses",3,961,0.00312174817898023,1.6094379124341,0.00502425987232289
"Scientists offer new estimate for how people altered planet","study",3,961,0.00312174817898023,2.01490302054226,0.00629001983519958
"Scientists offer new estimate for how people altered planet","tons",3,961,0.00312174817898023,2.70805020110221,0.00845385078387787
"Scientists offer new estimate for how people altered planet","trees",3,961,0.00312174817898023,1.6094379124341,0.00502425987232289
"Scientists offer new estimate for how people altered planet","type",3,961,0.00312174817898023,0,0
"Scientists offer new estimate for how people altered planet","we",3,961,0.00312174817898023,0.143100843640673,0.000446724798045806
"South Dakota Board of Education passes science standards","19",3,752,0.00398936170212766,1.6094379124341,0.00642062996981689
"South Dakota Board of Education passes science standards","2021",3,752,0.00398936170212766,0,0
"South Dakota Board of Education passes science standards","78",3,752,0.00398936170212766,0.0689928714869514,0.000275237519229859
"South Dakota Board of Education passes science standards","96",3,752,0.00398936170212766,1.6094379124341,0.00642062996981689
"South Dakota Board of Education passes science standards","also",3,752,0.00398936170212766,0.143100843640673,0.00057088102516226
"South Dakota Board of Education passes science standards","am",3,752,0.00398936170212766,0,0
"South Dakota Board of Education passes science standards","another",3,752,0.00398936170212766,1.6094379124341,0.00642062996981689
"South Dakota Board of Education passes science standards","can",3,752,0.00398936170212766,0.510825623765991,0.00203786817991752
"South Dakota Board of Education passes science standards","content",3,752,0.00398936170212766,0,0
"South Dakota Board of Education passes science standards","especially",3,752,0.00398936170212766,0.762140052046897,0.00304045233529347
"South Dakota Board of Education passes science standards","have",3,752,0.00398936170212766,0.0689928714869514,0.000275237519229859
"South Dakota Board of Education passes science standards","hearing",3,752,0.00398936170212766,2.70805020110221,0.0108033917597163
"South Dakota Board of Education passes science standards","is",3,752,0.00398936170212766,0,0
"South Dakota Board of Education passes science standards","may",3,752,0.00398936170212766,0.916290731874155,0.00365541515375328
"South Dakota Board of Education passes science standards","middle",3,752,0.00398936170212766,1.6094379124341,0.00642062996981689
"South Dakota Board of Education passes science standards","petitions",3,752,0.00398936170212766,2.70805020110221,0.0108033917597163
"South Dakota Board of Education passes science standards","s.d",3,752,0.00398936170212766,2.01490302054226,0.00803817694365265
"South Dakota Board of Education passes science standards","said",3,752,0.00398936170212766,0.143100843640673,0.00057088102516226
"South Dakota Board of Education passes science standards","school",3,752,0.00398936170212766,2.70805020110221,0.0108033917597163
"South Dakota Board of Education passes science standards","type",3,752,0.00398936170212766,0,0
"South Dakota Board of Education passes science standards","usa",3,752,0.00398936170212766,0.143100843640673,0.00057088102516226
"South Dakota Board of Education passes science standards","wegehaupt",3,752,0.00398936170212766,2.70805020110221,0.0108033917597163
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","2021",3,1115,0.00269058295964126,0,0
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","60",3,1115,0.00269058295964126,1.32175583998232,0.00355629373986274
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","65",3,1115,0.00269058295964126,1.6094379124341,0.00433032622179579
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","agencies",3,1115,0.00269058295964126,2.01490302054226,0.00542126373240071
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","already",3,1115,0.00269058295964126,0.628608659422374,0.00169132374732477
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","areas",3,1115,0.00269058295964126,0.762140052046897,0.00205060103689748
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","becoming",3,1115,0.00269058295964126,2.70805020110221,0.00728623372493868
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","can",3,1115,0.00269058295964126,0.510825623765991,0.00137441871865289
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","commodities",3,1115,0.00269058295964126,2.70805020110221,0.00728623372493868
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","consumer",3,1115,0.00269058295964126,1.32175583998232,0.00355629373986274
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","department",3,1115,0.00269058295964126,0.916290731874155,0.00246535622925782
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","departments",3,1115,0.00269058295964126,0.916290731874155,0.00246535622925782
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","disaster",3,1115,0.00269058295964126,1.09861228866811,0.0029559075031429
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","effects",3,1115,0.00269058295964126,0.916290731874155,0.00246535622925782
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","face",3,1115,0.00269058295964126,1.6094379124341,0.00433032622179579
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","have",3,1115,0.00269058295964126,0.0689928714869514,0.000185631044359511
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","lake",3,1115,0.00269058295964126,2.70805020110221,0.00728623372493868
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","law",3,1115,0.00269058295964126,2.70805020110221,0.00728623372493868
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","level",3,1115,0.00269058295964126,0.628608659422374,0.00169132374732477
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","life",3,1115,0.00269058295964126,0.916290731874155,0.00246535622925782
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","markets",3,1115,0.00269058295964126,1.32175583998232,0.00355629373986274
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","need",3,1115,0.00269058295964126,0.916290731874155,0.00246535622925782
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","quality",3,1115,0.00269058295964126,1.6094379124341,0.00433032622179579
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","sector",3,1115,0.00269058295964126,0.916290731874155,0.00246535622925782
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","severe",3,1115,0.00269058295964126,0.628608659422374,0.00169132374732477
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","type",3,1115,0.00269058295964126,0,0
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","unprecedented",3,1115,0.00269058295964126,2.01490302054226,0.00542126373240071
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","urban",3,1115,0.00269058295964126,1.6094379124341,0.00433032622179579
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","wanted",3,1115,0.00269058295964126,2.70805020110221,0.00728623372493868
"WANTED: LEADERS WILLING TO FACE CLIMATE CHANGE","willing",3,1115,0.00269058295964126,2.70805020110221,0.00728623372493868
"Analysis says climate rules to slow growth","1",2,836,0.00239234449760766,0,0
"Analysis says climate rules to slow growth","4",2,836,0.00239234449760766,0.405465108108164,0.00097001222035446
"Analysis says climate rules to slow growth","5",2,836,0.00239234449760766,1.09861228866811,0.00262825906379931
"Analysis says climate rules to slow growth","76",2,836,0.00239234449760766,0.628608659422374,0.00150384846751764
"Analysis says climate rules to slow growth","about",2,836,0.00239234449760766,0,0
"Analysis says climate rules to slow growth","accounted",2,836,0.00239234449760766,2.01490302054226,0.00482034215440733
"Analysis says climate rules to slow growth","also",2,836,0.00239234449760766,0.143100843640673,0.000342346515886778
"Analysis says climate rules to slow growth","are",2,836,0.00239234449760766,0,0
"Analysis says climate rules to slow growth","at",2,836,0.00239234449760766,0.0689928714869514,0.00016505471647596
"Analysis says climate rules to slow growth","based",2,836,0.00239234449760766,0.916290731874155,0.00219208309060803
